ID,experimental_phase,group,date,intake
413,Experimental,Uncertainty,2022-11-23,57
414,Experimental,No-Uncertainty,2022-11-23,60
415,Experimental,No-Uncertainty,2022-11-23,64
416,Experimental,Uncertainty,2022-11-23,53
417,Experimental,Uncertainty,2022-11-23,62
418,Experimental,Uncertainty,2022-11-23,67
419,Experimental,Uncertainty,2022-11-23,55
420,Experimental,No-Uncertainty,2022-11-23,49
421,Experimental,No-Uncertainty,2022-11-23,70
422,Experimental,No-Uncertainty,2022-11-23,61
413,Experimental,Uncertainty,2022-11-24,34
414,Experimental,No-Uncertainty,2022-11-24,59
415,Experimental,No-Uncertainty,2022-11-24,64
416,Experimental,Uncertainty,2022-11-24,49
417,Experimental,Uncertainty,2022-11-24,65
418,Experimental,Uncertainty,2022-11-24,64
419,Experimental,Uncertainty,2022-11-24,34
420,Experimental,No-Uncertainty,2022-11-24,68
421,Experimental,No-Uncertainty,2022-11-24,72
422,Experimental,No-Uncertainty,2022-11-24,59
413,Experimental,Uncertainty,2022-11-25,53
414,Experimental,No-Uncertainty,2022-11-25,59
415,Experimental,No-Uncertainty,2022-11-25,62
416,Experimental,Uncertainty,2022-11-25,56
417,Experimental,Uncertainty,2022-11-25,50
418,Experimental,Uncertainty,2022-11-25,71
419,Experimental,Uncertainty,2022-11-25,54
420,Experimental,No-Uncertainty,2022-11-25,68
421,Experimental,No-Uncertainty,2022-11-25,66
422,Experimental,No-Uncertainty,2022-11-25,66
413,Experimental,Uncertainty,2022-11-26,47
414,Experimental,No-Uncertainty,2022-11-26,83
415,Experimental,No-Uncertainty,2022-11-26,60
416,Experimental,Uncertainty,2022-11-26,69
417,Experimental,Uncertainty,2022-11-26,60
418,Experimental,Uncertainty,2022-11-26,43
419,Experimental,Uncertainty,2022-11-26,42
420,Experimental,No-Uncertainty,2022-11-26,62
421,Experimental,No-Uncertainty,2022-11-26,58
422,Experimental,No-Uncertainty,2022-11-26,59
413,Experimental,Uncertainty,2022-11-27,85
414,Experimental,No-Uncertainty,2022-11-28,56
415,Experimental,No-Uncertainty,2022-11-28,105
416,Experimental,Uncertainty,2022-11-28,54
417,Experimental,Uncertainty,2022-11-28,54
418,Experimental,Uncertainty,2022-11-28,57
419,Experimental,Uncertainty,2022-11-28,64
420,Experimental,No-Uncertainty,2022-11-28,56
421,Experimental,No-Uncertainty,2022-11-28,70
422,Experimental,No-Uncertainty,2022-11-28,72
413,Experimental,Uncertainty,2022-11-29,41
414,Experimental,No-Uncertainty,2022-11-29,79
415,Experimental,No-Uncertainty,2022-11-29,63
416,Experimental,Uncertainty,2022-11-29,43
417,Experimental,Uncertainty,2022-11-29,52
418,Experimental,Uncertainty,2022-11-29,56
419,Experimental,Uncertainty,2022-11-29,58
420,Experimental,No-Uncertainty,2022-11-29,57
421,Experimental,No-Uncertainty,2022-11-29,68
422,Experimental,No-Uncertainty,2022-11-29,69
413,Experimental,Uncertainty,2022-11-30,61
414,Experimental,No-Uncertainty,2022-11-30,72
415,Experimental,No-Uncertainty,2022-11-30,64
416,Experimental,Uncertainty,2022-11-30,43
417,Experimental,Uncertainty,2022-11-30,55
418,Experimental,Uncertainty,2022-11-30,54
419,Experimental,Uncertainty,2022-11-30,50
420,Experimental,No-Uncertainty,2022-11-30,51
421,Experimental,No-Uncertainty,2022-11-30,68
422,Experimental,No-Uncertainty,2022-11-30,58
413,Experimental,Uncertainty,2022-12-01,53
414,Experimental,No-Uncertainty,2022-12-01,59
415,Experimental,No-Uncertainty,2022-12-01,64
416,Experimental,Uncertainty,2022-12-01,49
417,Experimental,Uncertainty,2022-12-01,54
418,Experimental,Uncertainty,2022-12-01,56
419,Experimental,Uncertainty,2022-12-01,54
420,Experimental,No-Uncertainty,2022-12-01,64
421,Experimental,No-Uncertainty,2022-12-01,68
422,Experimental,No-Uncertainty,2022-12-01,65
494,Baseline,No-Uncertainty,2023-03-26,41
494,Baseline,No-Uncertainty,2023-03-27,64
494,Baseline,No-Uncertainty,2023-03-28,83
494,Baseline,No-Uncertainty,2023-03-29,88
494,Baseline,No-Uncertainty,2023-03-30,51
494,Baseline,No-Uncertainty,2023-03-31,75
494,Baseline,No-Uncertainty,2023-04-01,64
494,Baseline,No-Uncertainty,2023-04-02,55
494,Baseline,No-Uncertainty,2023-04-03,15
494,Experimental,No-Uncertainty,2023-04-03,19
494,Experimental,No-Uncertainty,2023-04-04,66
494,Experimental,No-Uncertainty,2023-04-05,8
494,Experimental,No-Uncertainty,2023-04-06,63
494,Experimental,No-Uncertainty,2023-04-07,83
494,Experimental,No-Uncertainty,2023-04-08,69
494,Experimental,No-Uncertainty,2023-04-09,54
494,Experimental,No-Uncertainty,2023-04-10,72
494,Experimental,No-Uncertainty,2023-04-11,69
494,Experimental,No-Uncertainty,2023-04-12,48
494,Experimental,No-Uncertainty,2023-04-13,27
494,Experimental,No-Uncertainty,2023-04-14,89
494,Experimental,No-Uncertainty,2023-04-15,58
494,Experimental,No-Uncertainty,2023-04-16,38
494,Experimental,No-Uncertainty,2023-04-17,68
494,Experimental,No-Uncertainty,2023-04-18,55
494,Experimental,No-Uncertainty,2023-04-19,70
494,Experimental,No-Uncertainty,2023-04-20,72
494,Experimental,No-Uncertainty,2023-04-21,48
494,Experimental,No-Uncertainty,2023-04-22,91
494,Experimental,No-Uncertainty,2023-04-23,75
494,Experimental,No-Uncertainty,2023-04-24,76
494,Experimental,No-Uncertainty,2023-04-25,89
494,Experimental,No-Uncertainty,2023-04-26,69
494,Experimental,No-Uncertainty,2023-04-27,9
494,Experimental,No-Uncertainty,2023-04-28,30
494,Experimental,No-Uncertainty,2023-04-29,69
494,Experimental,No-Uncertainty,2023-04-30,74
494,Experimental,No-Uncertainty,2023-05-01,83
494,Experimental,No-Uncertainty,2023-05-02,92
494,Experimental,No-Uncertainty,2023-05-03,88
494,Experimental,No-Uncertainty,2023-05-04,83
494,Experimental,No-Uncertainty,2023-05-05,77
494,Experimental,No-Uncertainty,2023-05-06,86
494,Experimental,No-Uncertainty,2023-05-07,79
494,Experimental,No-Uncertainty,2023-05-08,80
494,Experimental,No-Uncertainty,2023-05-09,3
494,Experimental,No-Uncertainty,2023-05-10,41
494,Experimental,No-Uncertainty,2023-05-11,1
494,Experimental,No-Uncertainty,2023-05-12,1
494,Experimental,No-Uncertainty,2023-05-13,51
494,Experimental,No-Uncertainty,2023-05-14,13
494,Experimental,No-Uncertainty,2023-05-15,59
494,Experimental,No-Uncertainty,2023-05-16,69
494,Experimental,No-Uncertainty,2023-05-17,85
494,Experimental,No-Uncertainty,2023-05-18,73
494,Experimental,No-Uncertainty,2023-05-19,84
494,Experimental,No-Uncertainty,2023-05-20,73
494,Experimental,No-Uncertainty,2023-05-21,82
494,Experimental,No-Uncertainty,2023-05-22,85
494,Experimental,No-Uncertainty,2023-05-23,65
494,Experimental,No-Uncertainty,2023-05-24,73
494,Experimental,No-Uncertainty,2023-05-25,111
494,Experimental,No-Uncertainty,2023-05-26,118
494,Experimental,No-Uncertainty,2023-05-27,55
494,Experimental,No-Uncertainty,2023-05-29,62
494,Experimental,No-Uncertainty,2023-05-30,84
494,Experimental,No-Uncertainty,2023-05-31,92
495,Baseline,Uncertainty,2023-03-26,42
495,Baseline,Uncertainty,2023-03-27,74
495,Baseline,Uncertainty,2023-03-28,70
495,Baseline,Uncertainty,2023-03-29,75
495,Baseline,Uncertainty,2023-03-30,72
495,Baseline,Uncertainty,2023-03-31,74
495,Baseline,Uncertainty,2023-04-01,72
495,Baseline,Uncertainty,2023-04-02,80
495,Baseline,Uncertainty,2023-04-03,21
495,Experimental,Uncertainty,2023-04-03,44
495,Experimental,Uncertainty,2023-04-04,64
495,Experimental,Uncertainty,2023-04-05,70
495,Experimental,Uncertainty,2023-04-06,75
495,Experimental,Uncertainty,2023-04-07,71
495,Experimental,Uncertainty,2023-04-08,52
495,Experimental,Uncertainty,2023-04-09,86
495,Experimental,Uncertainty,2023-04-10,69
495,Experimental,Uncertainty,2023-04-11,61
495,Experimental,Uncertainty,2023-04-12,49
495,Experimental,Uncertainty,2023-04-13,61
495,Experimental,Uncertainty,2023-04-14,82
495,Experimental,Uncertainty,2023-04-15,59
495,Experimental,Uncertainty,2023-04-16,83
495,Experimental,Uncertainty,2023-04-17,31
495,Experimental,Uncertainty,2023-04-18,47
495,Experimental,Uncertainty,2023-04-19,9
495,Experimental,Uncertainty,2023-04-20,40
495,Experimental,Uncertainty,2023-04-21,45
495,Experimental,Uncertainty,2023-04-22,62
495,Experimental,Uncertainty,2023-04-23,89
495,Experimental,Uncertainty,2023-04-24,64
495,Experimental,Uncertainty,2023-04-25,52
495,Experimental,Uncertainty,2023-04-26,71
495,Experimental,Uncertainty,2023-04-27,55
495,Experimental,Uncertainty,2023-04-28,61
495,Experimental,Uncertainty,2023-04-29,55
495,Experimental,Uncertainty,2023-04-30,73
495,Experimental,Uncertainty,2023-05-01,39
495,Experimental,Uncertainty,2023-05-02,61
495,Experimental,Uncertainty,2023-05-03,65
495,Experimental,Uncertainty,2023-05-04,42
495,Experimental,Uncertainty,2023-05-05,94
495,Experimental,Uncertainty,2023-05-06,7
495,Experimental,Uncertainty,2023-05-08,71
495,Experimental,Uncertainty,2023-05-09,76
495,Experimental,Uncertainty,2023-05-10,54
495,Experimental,Uncertainty,2023-05-11,101
495,Experimental,Uncertainty,2023-05-12,78
495,Experimental,Uncertainty,2023-05-13,67
495,Experimental,Uncertainty,2023-05-14,63
495,Experimental,Uncertainty,2023-05-15,58
495,Experimental,Uncertainty,2023-05-16,67
495,Experimental,Uncertainty,2023-05-17,76
495,Experimental,Uncertainty,2023-05-18,74
495,Experimental,Uncertainty,2023-05-19,61
495,Experimental,Uncertainty,2023-05-20,47
495,Experimental,Uncertainty,2023-05-21,62
495,Experimental,Uncertainty,2023-05-22,52
495,Experimental,Uncertainty,2023-05-23,49
495,Experimental,Uncertainty,2023-05-24,69
495,Experimental,Uncertainty,2023-05-25,65
495,Experimental,Uncertainty,2023-05-26,61
495,Experimental,Uncertainty,2023-05-27,74
495,Experimental,Uncertainty,2023-05-28,76
495,Experimental,Uncertainty,2023-05-29,56
495,Experimental,Uncertainty,2023-05-30,42
495,Experimental,Uncertainty,2023-05-31,73
496,Baseline,Uncertainty,2023-03-26,40
496,Baseline,Uncertainty,2023-03-27,57
496,Baseline,Uncertainty,2023-03-28,27
496,Baseline,Uncertainty,2023-03-29,59
496,Baseline,Uncertainty,2023-03-30,52
496,Baseline,Uncertainty,2023-03-31,60
496,Baseline,Uncertainty,2023-04-01,48
496,Baseline,Uncertainty,2023-04-02,62
496,Baseline,Uncertainty,2023-04-03,17
496,Experimental,Uncertainty,2023-04-03,29
496,Experimental,Uncertainty,2023-04-04,47
496,Experimental,Uncertainty,2023-04-05,41
496,Experimental,Uncertainty,2023-04-06,43
496,Experimental,Uncertainty,2023-04-07,50
496,Experimental,Uncertainty,2023-04-08,28
496,Experimental,Uncertainty,2023-04-09,43
496,Experimental,Uncertainty,2023-04-10,34
496,Experimental,Uncertainty,2023-04-11,45
496,Experimental,Uncertainty,2023-04-12,61
496,Experimental,Uncertainty,2023-04-13,41
496,Experimental,Uncertainty,2023-04-14,50
496,Experimental,Uncertainty,2023-04-15,46
496,Experimental,Uncertainty,2023-04-16,60
496,Experimental,Uncertainty,2023-04-17,51
496,Experimental,Uncertainty,2023-04-18,45
496,Experimental,Uncertainty,2023-04-19,38
496,Experimental,Uncertainty,2023-04-20,34
496,Experimental,Uncertainty,2023-04-21,41
496,Experimental,Uncertainty,2023-04-22,56
496,Experimental,Uncertainty,2023-04-23,61
496,Experimental,Uncertainty,2023-04-24,31
496,Experimental,Uncertainty,2023-04-25,79
496,Experimental,Uncertainty,2023-04-26,34
496,Experimental,Uncertainty,2023-04-27,34
496,Experimental,Uncertainty,2023-04-28,37
496,Experimental,Uncertainty,2023-04-29,26
496,Experimental,Uncertainty,2023-04-30,43
496,Experimental,Uncertainty,2023-05-01,61
496,Experimental,Uncertainty,2023-05-02,39
496,Experimental,Uncertainty,2023-05-03,57
496,Experimental,Uncertainty,2023-05-04,54
496,Experimental,Uncertainty,2023-05-05,51
496,Experimental,Uncertainty,2023-05-06,33
496,Experimental,Uncertainty,2023-05-07,47
496,Experimental,Uncertainty,2023-05-08,11
496,Experimental,Uncertainty,2023-05-09,46
496,Experimental,Uncertainty,2023-05-10,67
496,Experimental,Uncertainty,2023-05-11,1
496,Experimental,Uncertainty,2023-05-12,1
496,Experimental,Uncertainty,2023-05-13,1
496,Experimental,Uncertainty,2023-05-14,64
496,Experimental,Uncertainty,2023-05-15,47
496,Experimental,Uncertainty,2023-05-16,68
496,Experimental,Uncertainty,2023-05-17,48
496,Experimental,Uncertainty,2023-05-18,46
496,Experimental,Uncertainty,2023-05-19,40
496,Experimental,Uncertainty,2023-05-20,80
496,Experimental,Uncertainty,2023-05-21,60
496,Experimental,Uncertainty,2023-05-22,45
496,Experimental,Uncertainty,2023-05-23,15
496,Experimental,Uncertainty,2023-05-24,51
496,Experimental,Uncertainty,2023-05-25,63
496,Experimental,Uncertainty,2023-05-26,18
496,Experimental,Uncertainty,2023-05-27,56
496,Experimental,Uncertainty,2023-05-28,20
496,Experimental,Uncertainty,2023-05-29,20
496,Experimental,Uncertainty,2023-05-30,25
496,Experimental,Uncertainty,2023-05-31,52
497,Baseline,Uncertainty,2023-03-26,23
497,Baseline,Uncertainty,2023-03-27,52
497,Baseline,Uncertainty,2023-03-28,62
497,Baseline,Uncertainty,2023-03-29,30
497,Baseline,Uncertainty,2023-03-30,47
497,Baseline,Uncertainty,2023-03-31,59
497,Baseline,Uncertainty,2023-04-01,69
497,Baseline,Uncertainty,2023-04-02,58
497,Baseline,Uncertainty,2023-04-03,17
497,Experimental,Uncertainty,2023-04-03,56
497,Experimental,Uncertainty,2023-04-04,57
497,Experimental,Uncertainty,2023-04-05,36
497,Experimental,Uncertainty,2023-04-06,48
497,Experimental,Uncertainty,2023-04-07,70
497,Experimental,Uncertainty,2023-04-08,61
497,Experimental,Uncertainty,2023-04-09,57
497,Experimental,Uncertainty,2023-04-10,37
497,Experimental,Uncertainty,2023-04-11,65
497,Experimental,Uncertainty,2023-04-12,69
497,Experimental,Uncertainty,2023-04-13,52
497,Experimental,Uncertainty,2023-04-14,60
497,Experimental,Uncertainty,2023-04-15,57
497,Experimental,Uncertainty,2023-04-16,56
497,Experimental,Uncertainty,2023-04-17,52
497,Experimental,Uncertainty,2023-04-18,59
497,Experimental,Uncertainty,2023-04-19,55
497,Experimental,Uncertainty,2023-04-20,58
497,Experimental,Uncertainty,2023-04-21,53
497,Experimental,Uncertainty,2023-04-22,47
497,Experimental,Uncertainty,2023-04-23,62
497,Experimental,Uncertainty,2023-04-24,64
497,Experimental,Uncertainty,2023-04-25,53
497,Experimental,Uncertainty,2023-04-26,49
497,Experimental,Uncertainty,2023-04-27,53
497,Experimental,Uncertainty,2023-04-28,59
497,Experimental,Uncertainty,2023-04-29,51
497,Experimental,Uncertainty,2023-04-30,56
497,Experimental,Uncertainty,2023-05-01,52
497,Experimental,Uncertainty,2023-05-02,52
497,Experimental,Uncertainty,2023-05-03,58
497,Experimental,Uncertainty,2023-05-04,47
497,Experimental,Uncertainty,2023-05-05,40
497,Experimental,Uncertainty,2023-05-06,62
497,Experimental,Uncertainty,2023-05-07,50
497,Experimental,Uncertainty,2023-05-08,58
497,Experimental,Uncertainty,2023-05-09,29
497,Experimental,Uncertainty,2023-05-10,59
497,Experimental,Uncertainty,2023-05-11,64
497,Experimental,Uncertainty,2023-05-12,50
497,Experimental,Uncertainty,2023-05-13,34
497,Experimental,Uncertainty,2023-05-14,51
497,Experimental,Uncertainty,2023-05-15,41
497,Experimental,Uncertainty,2023-05-16,50
497,Experimental,Uncertainty,2023-05-17,52
497,Experimental,Uncertainty,2023-05-18,51
497,Experimental,Uncertainty,2023-05-19,42
497,Experimental,Uncertainty,2023-05-20,2
497,Experimental,Uncertainty,2023-05-21,64
497,Experimental,Uncertainty,2023-05-22,62
497,Experimental,Uncertainty,2023-05-23,59
497,Experimental,Uncertainty,2023-05-24,51
497,Experimental,Uncertainty,2023-05-25,68
497,Experimental,Uncertainty,2023-05-26,44
497,Experimental,Uncertainty,2023-05-27,58
497,Experimental,Uncertainty,2023-05-28,65
497,Experimental,Uncertainty,2023-05-29,24
497,Experimental,Uncertainty,2023-05-30,53
497,Experimental,Uncertainty,2023-05-31,71
498,Baseline,No-Uncertainty,2023-03-26,40
498,Baseline,No-Uncertainty,2023-03-27,78
498,Baseline,No-Uncertainty,2023-03-28,75
498,Baseline,No-Uncertainty,2023-03-29,52
498,Baseline,No-Uncertainty,2023-03-30,76
498,Baseline,No-Uncertainty,2023-03-31,84
498,Baseline,No-Uncertainty,2023-04-01,56
498,Baseline,No-Uncertainty,2023-04-02,73
498,Baseline,No-Uncertainty,2023-04-03,25
498,Experimental,No-Uncertainty,2023-04-03,37
498,Experimental,No-Uncertainty,2023-04-04,63
498,Experimental,No-Uncertainty,2023-04-05,58
498,Experimental,No-Uncertainty,2023-04-06,66
498,Experimental,No-Uncertainty,2023-04-07,88
498,Experimental,No-Uncertainty,2023-04-08,64
498,Experimental,No-Uncertainty,2023-04-09,67
498,Experimental,No-Uncertainty,2023-04-10,64
498,Experimental,No-Uncertainty,2023-04-11,56
498,Experimental,No-Uncertainty,2023-04-12,60
498,Experimental,No-Uncertainty,2023-04-13,77
498,Experimental,No-Uncertainty,2023-04-14,74
498,Experimental,No-Uncertainty,2023-04-15,71
498,Experimental,No-Uncertainty,2023-04-16,71
498,Experimental,No-Uncertainty,2023-04-17,84
498,Experimental,No-Uncertainty,2023-04-18,69
498,Experimental,No-Uncertainty,2023-04-19,84
498,Experimental,No-Uncertainty,2023-04-20,85
498,Experimental,No-Uncertainty,2023-04-21,81
498,Experimental,No-Uncertainty,2023-04-22,55
498,Experimental,No-Uncertainty,2023-04-23,87
498,Experimental,No-Uncertainty,2023-04-24,74
498,Experimental,No-Uncertainty,2023-04-25,91
498,Experimental,No-Uncertainty,2023-04-26,61
498,Experimental,No-Uncertainty,2023-04-27,81
498,Experimental,No-Uncertainty,2023-04-28,81
498,Experimental,No-Uncertainty,2023-04-29,81
498,Experimental,No-Uncertainty,2023-04-30,81
498,Experimental,No-Uncertainty,2023-05-01,81
498,Experimental,No-Uncertainty,2023-05-02,78
498,Experimental,No-Uncertainty,2023-05-03,75
498,Experimental,No-Uncertainty,2023-05-04,80
498,Experimental,No-Uncertainty,2023-05-05,62
498,Experimental,No-Uncertainty,2023-05-06,78
498,Experimental,No-Uncertainty,2023-05-07,77
498,Experimental,No-Uncertainty,2023-05-08,85
498,Experimental,No-Uncertainty,2023-05-09,70
498,Experimental,No-Uncertainty,2023-05-10,73
498,Experimental,No-Uncertainty,2023-05-11,74
498,Experimental,No-Uncertainty,2023-05-12,80
498,Experimental,No-Uncertainty,2023-05-13,75
498,Experimental,No-Uncertainty,2023-05-14,8
498,Experimental,No-Uncertainty,2023-05-15,70
498,Experimental,No-Uncertainty,2023-05-16,58
498,Experimental,No-Uncertainty,2023-05-17,84
498,Experimental,No-Uncertainty,2023-05-18,82
498,Experimental,No-Uncertainty,2023-05-19,80
498,Experimental,No-Uncertainty,2023-05-20,80
498,Experimental,No-Uncertainty,2023-05-21,75
498,Experimental,No-Uncertainty,2023-05-22,63
498,Experimental,No-Uncertainty,2023-05-23,80
498,Experimental,No-Uncertainty,2023-05-24,79
498,Experimental,No-Uncertainty,2023-05-25,83
498,Experimental,No-Uncertainty,2023-05-26,76
498,Experimental,No-Uncertainty,2023-05-27,72
498,Experimental,No-Uncertainty,2023-05-28,72
498,Experimental,No-Uncertainty,2023-05-29,73
498,Experimental,No-Uncertainty,2023-05-30,77
498,Experimental,No-Uncertainty,2023-05-31,72
499,Baseline,No-Uncertainty,2023-03-26,32
499,Baseline,No-Uncertainty,2023-03-27,53
499,Baseline,No-Uncertainty,2023-03-28,37
499,Baseline,No-Uncertainty,2023-03-29,42
499,Baseline,No-Uncertainty,2023-03-30,59
499,Baseline,No-Uncertainty,2023-03-31,71
499,Baseline,No-Uncertainty,2023-04-01,55
499,Baseline,No-Uncertainty,2023-04-02,56
499,Baseline,No-Uncertainty,2023-04-03,24
499,Experimental,No-Uncertainty,2023-04-03,36
499,Experimental,No-Uncertainty,2023-04-04,58
499,Experimental,No-Uncertainty,2023-04-05,57
499,Experimental,No-Uncertainty,2023-04-06,3
499,Experimental,No-Uncertainty,2023-04-08,48
499,Experimental,No-Uncertainty,2023-04-09,62
499,Experimental,No-Uncertainty,2023-04-10,55
499,Experimental,No-Uncertainty,2023-04-11,41
499,Experimental,No-Uncertainty,2023-04-12,67
499,Experimental,No-Uncertainty,2023-04-13,64
499,Experimental,No-Uncertainty,2023-04-14,52
499,Experimental,No-Uncertainty,2023-04-15,40
499,Experimental,No-Uncertainty,2023-04-16,69
499,Experimental,No-Uncertainty,2023-04-17,45
499,Experimental,No-Uncertainty,2023-04-18,72
499,Experimental,No-Uncertainty,2023-04-19,44
499,Experimental,No-Uncertainty,2023-04-20,57
499,Experimental,No-Uncertainty,2023-04-21,80
499,Experimental,No-Uncertainty,2023-04-22,72
499,Experimental,No-Uncertainty,2023-04-23,74
499,Experimental,No-Uncertainty,2023-04-24,68
499,Experimental,No-Uncertainty,2023-04-25,48
499,Experimental,No-Uncertainty,2023-04-26,67
499,Experimental,No-Uncertainty,2023-04-27,64
499,Experimental,No-Uncertainty,2023-04-28,73
499,Experimental,No-Uncertainty,2023-04-29,26
499,Experimental,No-Uncertainty,2023-05-10,36
499,Experimental,No-Uncertainty,2023-05-11,68
499,Experimental,No-Uncertainty,2023-05-12,77
499,Experimental,No-Uncertainty,2023-05-13,68
499,Experimental,No-Uncertainty,2023-05-14,72
499,Experimental,No-Uncertainty,2023-05-15,64
499,Experimental,No-Uncertainty,2023-05-16,6
499,Experimental,No-Uncertainty,2023-05-17,54
499,Experimental,No-Uncertainty,2023-05-18,62
499,Experimental,No-Uncertainty,2023-05-19,65
499,Experimental,No-Uncertainty,2023-05-20,70
499,Experimental,No-Uncertainty,2023-05-21,69
499,Experimental,No-Uncertainty,2023-05-22,42
499,Experimental,No-Uncertainty,2023-05-23,59
499,Experimental,No-Uncertainty,2023-05-24,57
499,Experimental,No-Uncertainty,2023-05-25,71
499,Experimental,No-Uncertainty,2023-05-26,33
499,Experimental,No-Uncertainty,2023-05-27,82
499,Experimental,No-Uncertainty,2023-05-28,82
499,Experimental,No-Uncertainty,2023-05-29,55
499,Experimental,No-Uncertainty,2023-05-30,71
499,Experimental,No-Uncertainty,2023-05-31,67
500,Baseline,Uncertainty,2023-03-26,46
500,Baseline,Uncertainty,2023-03-27,73
500,Baseline,Uncertainty,2023-03-28,70
500,Baseline,Uncertainty,2023-03-29,82
500,Baseline,Uncertainty,2023-03-30,72
500,Baseline,Uncertainty,2023-03-31,71
500,Baseline,Uncertainty,2023-04-01,70
500,Baseline,Uncertainty,2023-04-02,76
500,Baseline,Uncertainty,2023-04-03,36
500,Experimental,Uncertainty,2023-04-03,36
500,Experimental,Uncertainty,2023-04-04,70
500,Experimental,Uncertainty,2023-04-05,54
500,Experimental,Uncertainty,2023-04-06,22
500,Experimental,Uncertainty,2023-04-07,58
500,Experimental,Uncertainty,2023-04-08,67
500,Experimental,Uncertainty,2023-04-09,79
500,Experimental,Uncertainty,2023-04-10,83
500,Experimental,Uncertainty,2023-04-11,71
500,Experimental,Uncertainty,2023-04-12,64
500,Experimental,Uncertainty,2023-04-13,61
500,Experimental,Uncertainty,2023-04-14,67
500,Experimental,Uncertainty,2023-04-15,48
500,Experimental,Uncertainty,2023-04-16,66
500,Experimental,Uncertainty,2023-04-17,57
500,Experimental,Uncertainty,2023-04-18,68
500,Experimental,Uncertainty,2023-04-19,65
500,Experimental,Uncertainty,2023-04-20,46
500,Experimental,Uncertainty,2023-04-21,68
500,Experimental,Uncertainty,2023-04-22,67
500,Experimental,Uncertainty,2023-04-23,55
500,Experimental,Uncertainty,2023-04-24,38
500,Experimental,Uncertainty,2023-04-25,60
500,Experimental,Uncertainty,2023-04-26,53
500,Experimental,Uncertainty,2023-04-27,75
500,Experimental,Uncertainty,2023-04-28,58
500,Experimental,Uncertainty,2023-04-29,38
500,Experimental,Uncertainty,2023-04-30,64
500,Experimental,Uncertainty,2023-05-01,40
500,Experimental,Uncertainty,2023-05-02,43
500,Experimental,Uncertainty,2023-05-03,75
500,Experimental,Uncertainty,2023-05-04,49
500,Experimental,Uncertainty,2023-05-05,77
500,Experimental,Uncertainty,2023-05-06,67
500,Experimental,Uncertainty,2023-05-07,67
500,Experimental,Uncertainty,2023-05-08,61
500,Experimental,Uncertainty,2023-05-09,58
500,Experimental,Uncertainty,2023-05-10,43
500,Experimental,Uncertainty,2023-05-11,52
500,Experimental,Uncertainty,2023-05-12,17
500,Experimental,Uncertainty,2023-05-13,82
500,Experimental,Uncertainty,2023-05-14,59
500,Experimental,Uncertainty,2023-05-15,54
500,Experimental,Uncertainty,2023-05-16,29
500,Experimental,Uncertainty,2023-05-17,46
500,Experimental,Uncertainty,2023-05-18,77
500,Experimental,Uncertainty,2023-05-19,45
500,Experimental,Uncertainty,2023-05-20,47
500,Experimental,Uncertainty,2023-05-21,89
500,Experimental,Uncertainty,2023-05-22,39
500,Experimental,Uncertainty,2023-05-23,44
500,Experimental,Uncertainty,2023-05-24,75
500,Experimental,Uncertainty,2023-05-25,68
500,Experimental,Uncertainty,2023-05-26,54
500,Experimental,Uncertainty,2023-05-27,79
500,Experimental,Uncertainty,2023-05-28,48
500,Experimental,Uncertainty,2023-05-29,58
500,Experimental,Uncertainty,2023-05-30,77
500,Experimental,Uncertainty,2023-05-31,27
501,Baseline,No-Uncertainty,2023-03-26,50
501,Baseline,No-Uncertainty,2023-03-27,67
501,Baseline,No-Uncertainty,2023-03-28,86
501,Baseline,No-Uncertainty,2023-03-29,110
501,Baseline,No-Uncertainty,2023-03-30,117
501,Baseline,No-Uncertainty,2023-03-31,77
501,Baseline,No-Uncertainty,2023-04-01,110
501,Baseline,No-Uncertainty,2023-04-02,105
501,Baseline,No-Uncertainty,2023-04-03,20
501,Experimental,No-Uncertainty,2023-04-03,53
501,Experimental,No-Uncertainty,2023-04-04,75
501,Experimental,No-Uncertainty,2023-04-05,75
501,Experimental,No-Uncertainty,2023-04-06,60
501,Experimental,No-Uncertainty,2023-04-07,80
501,Experimental,No-Uncertainty,2023-04-08,66
501,Experimental,No-Uncertainty,2023-04-09,93
501,Experimental,No-Uncertainty,2023-04-10,74
501,Experimental,No-Uncertainty,2023-04-11,71
501,Experimental,No-Uncertainty,2023-04-12,57
501,Experimental,No-Uncertainty,2023-04-13,92
501,Experimental,No-Uncertainty,2023-04-14,18
501,Experimental,No-Uncertainty,2023-04-15,82
501,Experimental,No-Uncertainty,2023-04-16,61
501,Experimental,No-Uncertainty,2023-04-17,101
501,Experimental,No-Uncertainty,2023-04-18,66
501,Experimental,No-Uncertainty,2023-04-19,128
501,Experimental,No-Uncertainty,2023-04-20,86
501,Experimental,No-Uncertainty,2023-04-21,38
501,Experimental,No-Uncertainty,2023-04-22,43
501,Experimental,No-Uncertainty,2023-04-23,109
501,Experimental,No-Uncertainty,2023-04-24,93
501,Experimental,No-Uncertainty,2023-04-25,102
501,Experimental,No-Uncertainty,2023-04-26,82
501,Experimental,No-Uncertainty,2023-04-27,81
501,Experimental,No-Uncertainty,2023-04-28,73
501,Experimental,No-Uncertainty,2023-04-29,77
501,Experimental,No-Uncertainty,2023-04-30,76
501,Experimental,No-Uncertainty,2023-05-01,78
501,Experimental,No-Uncertainty,2023-05-02,66
501,Experimental,No-Uncertainty,2023-05-03,78
501,Experimental,No-Uncertainty,2023-05-04,71
