N_unmapped	1303046	1303046	1303046
N_multimapping	5516220	5516220	5516220
N_noFeature	4799137	42505429	5159181
N_ambiguous	1783567	42062	633820
ENSMUSG00000102693.2	1	1	0
ENSMUSG00000064842.3	0	0	0
ENSMUSG00000051951.6	530	6	524
ENSMUSG00000102851.2	17	17	0
ENSMUSG00000103377.2	14	4	10
ENSMUSG00000104017.2	3	1	2
ENSMUSG00000103025.2	1	0	1
ENSMUSG00000089699.2	0	0	1
ENSMUSG00000103201.2	4	0	4
ENSMUSG00000103147.2	4	4	0
ENSMUSG00000103161.2	1	0	1
ENSMUSG00000102331.2	1303	5	1298
ENSMUSG00000102348.2	26	0	26
ENSMUSG00000102592.2	0	0	0
ENSMUSG00000088333.4	0	0	0
ENSMUSG00000102343.2	0	0	0
ENSMUSG00000025900.14	5	0	5
ENSMUSG00000102948.2	0	0	0
ENSMUSG00000104123.2	0	0	0
ENSMUSG00000025902.14	40	1	40
ENSMUSG00000104238.2	1	2	0
ENSMUSG00000102269.2	0	0	0
ENSMUSG00000118917.1	1	0	1
ENSMUSG00000103003.2	0	0	0
ENSMUSG00000104328.2	0	0	0
ENSMUSG00000102735.2	0	0	0
ENSMUSG00000098104.2	1	0	1
ENSMUSG00000102175.2	0	0	0
ENSMUSG00000103265.2	3	2	1
ENSMUSG00000103922.2	16	10	6
ENSMUSG00000033845.14	2311	4	2307
ENSMUSG00000102275.2	93	1	92
ENSMUSG00000025903.15	799	2	797
ENSMUSG00000104217.2	0	0	0
ENSMUSG00000033813.16	1845	5	1840
ENSMUSG00000062588.5	2	0	2
ENSMUSG00000103280.2	76	10	66
ENSMUSG00000002459.18	357	11	346
ENSMUSG00000091305.2	1	0	1
ENSMUSG00000102653.2	4	1	3
ENSMUSG00000085623.2	9	9	0
ENSMUSG00000091665.2	2	0	2
ENSMUSG00000033793.13	9954	26	9928
ENSMUSG00000104352.2	0	0	0
ENSMUSG00000104046.2	0	0	0
ENSMUSG00000102907.2	0	0	0
ENSMUSG00000025905.15	831	5	826
ENSMUSG00000103936.2	0	0	0
ENSMUSG00000103519.2	0	0	0
ENSMUSG00000033774.5	39	0	39
ENSMUSG00000103090.2	0	0	0
ENSMUSG00000025907.15	3461	10	3521
ENSMUSG00000090031.3	33	71	32
ENSMUSG00000087247.4	0	0	0
ENSMUSG00000103355.2	1	0	1
ENSMUSG00000102706.2	0	0	0
ENSMUSG00000103845.2	32	0	32
ENSMUSG00000033740.18	777	1	776
ENSMUSG00000103329.3	39	39	0
ENSMUSG00000104385.2	0	0	0
ENSMUSG00000102135.2	3	0	3
ENSMUSG00000103282.2	0	0	0
ENSMUSG00000102534.2	0	0	0
ENSMUSG00000102213.2	0	0	0
ENSMUSG00000103629.2	0	0	0
ENSMUSG00000051285.18	3819	28	3791
ENSMUSG00000098201.2	0	0	0
ENSMUSG00000103509.2	22	0	22
ENSMUSG00000048538.8	1	0	1
ENSMUSG00000103709.2	0	0	0
ENSMUSG00000077244.3	0	0	0
ENSMUSG00000102768.2	0	0	0
ENSMUSG00000097797.7	23	0	23
ENSMUSG00000103498.2	0	0	0
ENSMUSG00000103067.2	0	0	0
ENSMUSG00000102320.2	0	0	0
ENSMUSG00000104226.2	0	0	0
ENSMUSG00000103903.2	0	0	0
ENSMUSG00000103557.2	0	0	0
ENSMUSG00000025909.17	832	8	824
ENSMUSG00000102647.2	2	0	2
ENSMUSG00000086235.2	0	0	0
ENSMUSG00000102253.2	1	0	1
ENSMUSG00000103884.2	10	0	10
ENSMUSG00000084353.2	0	0	0
ENSMUSG00000103933.2	0	0	0
ENSMUSG00000086195.2	0	0	0
ENSMUSG00000104504.2	0	0	0
ENSMUSG00000066693.3	0	0	0
ENSMUSG00000102316.2	96	0	96
ENSMUSG00000103819.2	4	0	4
ENSMUSG00000102871.2	2	2	0
ENSMUSG00000101571.3	0	0	0
ENSMUSG00000104428.2	0	0	0
ENSMUSG00000102272.2	0	0	0
ENSMUSG00000065625.3	0	0	0
ENSMUSG00000103411.2	0	0	0
ENSMUSG00000061024.9	330	11	319
ENSMUSG00000025911.15	1059	8	1320
ENSMUSG00000079671.9	29	562	22
ENSMUSG00000081441.4	2	0	2
ENSMUSG00000067879.4	1285	7	1564
ENSMUSG00000099827.2	0	0	0
ENSMUSG00000025912.17	263	0	263
ENSMUSG00000045210.9	3782	13	3925
ENSMUSG00000097893.9	10	156	10
ENSMUSG00000025915.15	649	0	649
ENSMUSG00000046334.5	0	0	0
ENSMUSG00000046101.17	66	110	43
ENSMUSG00000098234.8	457	1	543
ENSMUSG00000093178.3	0	0	0
ENSMUSG00000099032.3	21	0	22
ENSMUSG00000104025.2	0	2	0
ENSMUSG00000025916.11	10	0	11
ENSMUSG00000087199.2	0	0	0
ENSMUSG00000119658.1	0	0	0
ENSMUSG00000025917.10	4711	10	4738
ENSMUSG00000056763.17	670	100	607
ENSMUSG00000102356.2	0	0	0
ENSMUSG00000067851.12	3495	5	3490
ENSMUSG00000102556.2	3	0	3
ENSMUSG00000042501.13	20	0	20
ENSMUSG00000103810.2	0	0	0
ENSMUSG00000083422.2	0	0	0
ENSMUSG00000119312.1	0	0	0
ENSMUSG00000081417.2	0	0	0
ENSMUSG00000103448.2	0	0	0
ENSMUSG00000100212.2	0	0	0
ENSMUSG00000100648.2	0	0	0
ENSMUSG00000048960.14	2787	7	2780
ENSMUSG00000077318.3	0	0	0
ENSMUSG00000101827.2	0	0	0
ENSMUSG00000103494.2	0	0	0
ENSMUSG00000057715.14	1264	3	1261
ENSMUSG00000103825.2	61	1	60
ENSMUSG00000099845.2	0	0	0
ENSMUSG00000103561.2	38	0	38
ENSMUSG00000101610.2	0	0	0
ENSMUSG00000118923.1	0	0	0
ENSMUSG00000098555.3	0	0	0
ENSMUSG00000097628.2	0	0	0
ENSMUSG00000098163.2	0	0	0
ENSMUSG00000097171.2	0	0	0
ENSMUSG00000101314.2	0	0	0
ENSMUSG00000016918.16	959	1	958
ENSMUSG00000025938.17	71	0	71
ENSMUSG00000104518.2	0	0	0
ENSMUSG00000069620.7	0	0	0
ENSMUSG00000099498.2	0	0	0
ENSMUSG00000042414.8	0	0	0
ENSMUSG00000005886.15	2258	8	2250
ENSMUSG00000103506.2	2	0	2
ENSMUSG00000103495.2	0	0	0
ENSMUSG00000102639.2	0	0	0
ENSMUSG00000104170.2	0	0	0
ENSMUSG00000087782.3	0	0	0
ENSMUSG00000103085.2	15	0	15
ENSMUSG00000102664.2	20	0	20
ENSMUSG00000101476.2	1	0	2
ENSMUSG00000119076.1	0	1	0
ENSMUSG00000101171.2	0	0	0
ENSMUSG00000025935.11	1690	10	1680
ENSMUSG00000025937.7	631	2	629
ENSMUSG00000102982.2	6	0	6
ENSMUSG00000067813.4	0	0	0
ENSMUSG00000077368.3	0	0	0
ENSMUSG00000097711.2	4	0	4
ENSMUSG00000102166.2	0	0	0
ENSMUSG00000104209.2	0	0	0
ENSMUSG00000025932.15	98	1	97
ENSMUSG00000102588.2	1	0	1
ENSMUSG00000054493.3	9	5	13
ENSMUSG00000025930.7	21	6	24
ENSMUSG00000103492.2	18	0	18
ENSMUSG00000081201.2	1	0	1
ENSMUSG00000082193.2	11	0	11
ENSMUSG00000032769.6	38	0	38
ENSMUSG00000088159.3	0	0	0
ENSMUSG00000073737.4	2	0	2
ENSMUSG00000092083.5	1552	6	1546
ENSMUSG00000102937.2	3	0	3
ENSMUSG00000104149.2	0	0	0
ENSMUSG00000088829.3	0	0	0
ENSMUSG00000077377.3	0	0	0
ENSMUSG00000101652.2	1	0	1
ENSMUSG00000100814.2	0	0	0
ENSMUSG00000025925.15	297	3	294
ENSMUSG00000104379.2	11	16	22
ENSMUSG00000032719.5	15	19	23
ENSMUSG00000100652.2	0	0	0
ENSMUSG00000067795.14	14	0	14
ENSMUSG00000043716.14	28494	25	28469
ENSMUSG00000025921.8	226	0	226
ENSMUSG00000104165.2	16	0	16
ENSMUSG00000100868.2	19	24	1
ENSMUSG00000025920.20	6950	12	6944
ENSMUSG00000089982.8	25	25	0
ENSMUSG00000025939.20	2239	10	2372
ENSMUSG00000102457.2	8	147	4
ENSMUSG00000079658.10	4418	8	4411
ENSMUSG00000097744.2	0	1	0
ENSMUSG00000100959.2	0	0	0
ENSMUSG00000025940.7	1196	2	1194
ENSMUSG00000025779.11	43	8	35
ENSMUSG00000100093.2	0	0	0
ENSMUSG00000091020.4	0	0	0
ENSMUSG00000101640.2	0	3	0
ENSMUSG00000104133.2	0	0	0
ENSMUSG00000042686.6	249	1	251
ENSMUSG00000100110.2	0	0	0
ENSMUSG00000025777.9	5670	14	5656
ENSMUSG00000099899.2	7	0	7
ENSMUSG00000100272.2	0	0	0
ENSMUSG00000100398.2	5	0	5
ENSMUSG00000101589.2	4	0	4
ENSMUSG00000102048.2	1	0	1
ENSMUSG00000089534.3	0	0	0
ENSMUSG00000067780.4	59	2	60
ENSMUSG00000100053.2	8	3	8
ENSMUSG00000085125.8	7	7	13
ENSMUSG00000025776.14	108	7	115
ENSMUSG00000099895.2	8	2	6
ENSMUSG00000100554.2	4	4	0
ENSMUSG00000099473.2	2	0	2
ENSMUSG00000099591.2	4	12	0
ENSMUSG00000109887.2	40	2	42
ENSMUSG00000102001.2	0	0	0
ENSMUSG00000101717.3	0	0	0
ENSMUSG00000025774.15	0	0	0
ENSMUSG00000070977.5	0	0	0
ENSMUSG00000073735.2	0	0	0
ENSMUSG00000067773.7	0	0	0
ENSMUSG00000101685.2	0	0	0
ENSMUSG00000101306.2	0	0	0
ENSMUSG00000088800.3	0	0	0
ENSMUSG00000101644.2	0	0	0
ENSMUSG00000099433.2	0	0	0
ENSMUSG00000089787.3	0	0	0
ENSMUSG00000042596.8	1	0	1
ENSMUSG00000100720.2	0	0	0
ENSMUSG00000025927.14	3	0	3
ENSMUSG00000100538.2	0	0	0
ENSMUSG00000101117.2	0	0	0
ENSMUSG00000100204.2	0	0	0
