N_unmapped	695084	695084	695084
N_multimapping	5420327	5420327	5420327
N_noFeature	5475427	42352463	5829653
N_ambiguous	1699740	51263	595856
ENSMUSG00000102693.2	1	1	0
ENSMUSG00000064842.3	0	0	0
ENSMUSG00000051951.6	639	8	631
ENSMUSG00000102851.2	32	32	0
ENSMUSG00000103377.2	15	1	14
ENSMUSG00000104017.2	3	0	3
ENSMUSG00000103025.2	2	0	2
ENSMUSG00000089699.2	0	1	0
ENSMUSG00000103201.2	4	0	5
ENSMUSG00000103147.2	2	2	0
ENSMUSG00000103161.2	2	0	2
ENSMUSG00000102331.2	1354	0	1354
ENSMUSG00000102348.2	22	0	22
ENSMUSG00000102592.2	0	0	0
ENSMUSG00000088333.4	0	0	0
ENSMUSG00000102343.2	0	0	0
ENSMUSG00000025900.14	1	0	1
ENSMUSG00000102948.2	0	0	0
ENSMUSG00000104123.2	0	0	0
ENSMUSG00000025902.14	42	2	44
ENSMUSG00000104238.2	0	2	2
ENSMUSG00000102269.2	0	0	0
ENSMUSG00000118917.1	1	0	1
ENSMUSG00000103003.2	0	0	0
ENSMUSG00000104328.2	0	0	0
ENSMUSG00000102735.2	0	0	0
ENSMUSG00000098104.2	1	0	1
ENSMUSG00000102175.2	0	0	0
ENSMUSG00000103265.2	0	0	0
ENSMUSG00000103922.2	2	2	0
ENSMUSG00000033845.14	2069	3	2066
ENSMUSG00000102275.2	69	0	69
ENSMUSG00000025903.15	786	2	784
ENSMUSG00000104217.2	0	0	0
ENSMUSG00000033813.16	2039	5	2034
ENSMUSG00000062588.5	5	1	4
ENSMUSG00000103280.2	72	9	63
ENSMUSG00000002459.18	334	7	328
ENSMUSG00000091305.2	2	0	2
ENSMUSG00000102653.2	3	0	3
ENSMUSG00000085623.2	6	5	1
ENSMUSG00000091665.2	2	0	3
ENSMUSG00000033793.13	10392	17	10375
ENSMUSG00000104352.2	0	0	0
ENSMUSG00000104046.2	0	0	0
ENSMUSG00000102907.2	0	0	0
ENSMUSG00000025905.15	1537	0	1537
ENSMUSG00000103936.2	0	0	0
ENSMUSG00000103519.2	1	0	1
ENSMUSG00000033774.5	102	0	102
ENSMUSG00000103090.2	0	0	0
ENSMUSG00000025907.15	3759	5	3856
ENSMUSG00000090031.3	50	103	49
ENSMUSG00000087247.4	0	0	0
ENSMUSG00000103355.2	0	0	0
ENSMUSG00000102706.2	0	0	0
ENSMUSG00000103845.2	57	1	56
ENSMUSG00000033740.18	723	0	723
ENSMUSG00000103329.3	44	44	0
ENSMUSG00000104385.2	0	0	0
ENSMUSG00000102135.2	4	0	4
ENSMUSG00000103282.2	0	0	0
ENSMUSG00000102534.2	0	0	0
ENSMUSG00000102213.2	0	0	0
ENSMUSG00000103629.2	0	0	0
ENSMUSG00000051285.18	4132	25	4107
ENSMUSG00000098201.2	1	1	0
ENSMUSG00000103509.2	16	0	16
ENSMUSG00000048538.8	1	0	1
ENSMUSG00000103709.2	0	0	0
ENSMUSG00000077244.3	0	0	0
ENSMUSG00000102768.2	0	0	0
ENSMUSG00000097797.7	21	0	21
ENSMUSG00000103498.2	0	0	0
ENSMUSG00000103067.2	0	0	0
ENSMUSG00000102320.2	0	0	0
ENSMUSG00000104226.2	0	0	0
ENSMUSG00000103903.2	0	0	0
ENSMUSG00000103557.2	0	0	0
ENSMUSG00000025909.17	1074	10	1064
ENSMUSG00000102647.2	3	0	3
ENSMUSG00000086235.2	0	0	0
ENSMUSG00000102253.2	3	0	3
ENSMUSG00000103884.2	4	0	4
ENSMUSG00000084353.2	0	0	0
ENSMUSG00000103933.2	2	0	2
ENSMUSG00000086195.2	0	0	0
ENSMUSG00000104504.2	0	0	0
ENSMUSG00000066693.3	6	0	6
ENSMUSG00000102316.2	108	0	108
ENSMUSG00000103819.2	1	0	1
ENSMUSG00000102871.2	0	0	0
ENSMUSG00000101571.3	0	0	0
ENSMUSG00000104428.2	0	0	0
ENSMUSG00000102272.2	0	0	0
ENSMUSG00000065625.3	0	0	0
ENSMUSG00000103411.2	1	0	1
ENSMUSG00000061024.9	293	5	288
ENSMUSG00000025911.15	1113	13	1342
ENSMUSG00000079671.9	47	584	30
ENSMUSG00000081441.4	5	0	5
ENSMUSG00000067879.4	1608	5	1928
ENSMUSG00000099827.2	0	0	0
ENSMUSG00000025912.17	260	0	260
ENSMUSG00000045210.9	3661	10	3914
ENSMUSG00000097893.9	14	262	15
ENSMUSG00000025915.15	628	1	627
ENSMUSG00000046334.5	0	0	0
ENSMUSG00000046101.17	77	92	52
ENSMUSG00000098234.8	372	3	436
ENSMUSG00000093178.3	0	0	0
ENSMUSG00000099032.3	13	0	15
ENSMUSG00000104025.2	0	2	0
